permit_id,description,issued_at,work_class,permit_type,estimated_cost,contractor_name,status,address,zip_code,permit_class,contractor_phone,portal_link,source_updated_at,raw_payload,ingested_at
2026-053288 BP,Addition to existing 1-story single-family residential to include: new covered front porch.,2026-04-30T00:00:00+00:00,Addition and Remodel,Building Permit,1.0,"CG&S Construction, Inc. dba: CG&S Design-Build",Active,1510 VILLANOVA DR,78757,Residential,5124441580,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13695387,2026-04-30T00:00:00+00:00,"{""permittype"": ""BP"", ""permit_type_desc"": ""Building Permit"", ""permit_number"": ""2026-053288 BP"", ""permit_class_mapped"": ""Residential"", ""permit_class"": ""R- 434 Addition & Alterations"", ""work_class"": ""Addition and Remodel"", ""condominium"": ""No"", ""permit_location"": ""1510 VILLANOVA DR"", ""description"": ""Addition to existing 1-story single-family residential to include: new covered front porch."", ""tcad_id"": ""0240080506"", ""legal_description"": ""LOT 100 WOOTEN PARK SEC 2"", ""applieddate"": ""2026-04-09T00:00:00.000"", ""issue_date"": ""2026-04-30T00:00:00.000"", ""day_issued"": ""THURSDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-04-30T00:00:00.000"", ""expiresdate"": ""2026-10-28T00:00:00.000"", ""remodel_repair_sqft"": ""0"", ""total_new_add_sqft"": ""118"", ""total_valuation_remodel"": ""0"", ""total_job_valuation"": ""1"", ""number_of_floors"": ""1"", ""housing_units"": ""1"", ""building_valuation_remodel"": ""0"", ""electrical_valuation_remodel"": ""0"", ""mechanical_valuation_remodel"": ""0"", ""plumbing_valuation_remodel"": ""0"", ""original_address1"": ""1510 VILLANOVA DR"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78757"", ""council_district"": ""4"", ""jurisdiction"": ""AUSTIN FULL PURPOSE"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13695387""}, ""project_id"": ""13695387"", ""masterpermitnum"": ""13683623"", ""latitude"": ""30.35950267"", ""longitude"": ""-97.71963114"", ""location"": {""latitude"": ""30.35950267"", ""longitude"": ""-97.71963114"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}, ""contractor_trade"": ""General Contractor"", ""contractor_company_name"": ""CG&S Construction, Inc. dba: CG&S Design-Build"", ""contractor_full_name"": ""Dolores Davis"", ""contractor_phone"": ""5124441580"", ""contractor_address2"": ""402  Corral"", ""contractor_city"": ""Austin"", ""contractor_zip"": ""78745"", ""applicant_full_name"": ""Dolores Davis"", ""applicant_org"": ""CG&S Construction, Inc. dba: CG&S Design-Build"", ""applicant_phone"": ""5124441580"", ""applicant_address2"": ""402  Corral"", ""applicant_city"": ""Austin"", ""applicantzip"": ""78745"", ""certificate_of_occupancy"": ""Yes"", ""total_lot_sq_ft"": ""9976""}",2026-05-03T10:54:27.275855+00:00
2026-050440 BP,"New D wall to create approx. 1030 SF corridor from existing interior space. 

[Corridor]",2026-04-30T00:00:00+00:00,Remodel,Building Permit,,"Sabre Commercial, Inc.**MAIN**",Active,4516 SETON CENTER PKWY UNIT FLR3,78759,Commercial,5127677400,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13692227,2026-04-30T00:00:00+00:00,"{""permittype"": ""BP"", ""permit_type_desc"": ""Building Permit"", ""permit_number"": ""2026-050440 BP"", ""permit_class_mapped"": ""Commercial"", ""permit_class"": ""C-1000 Commercial Remodel"", ""work_class"": ""Remodel"", ""condominium"": ""No"", ""permit_location"": ""4516 SETON CENTER PKWY UNIT FLR3"", ""description"": ""New D wall to create approx. 1030 SF corridor from existing interior space. \n\n[Corridor]"", ""tcad_id"": ""0256000708"", ""legal_description"": ""LOT 1 BLK A QUARRY SUBD SEC 4-A"", ""applieddate"": ""2026-03-05T00:00:00.000"", ""issue_date"": ""2026-04-30T00:00:00.000"", ""day_issued"": ""THURSDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-04-30T00:00:00.000"", ""expiresdate"": ""2026-10-28T00:00:00.000"", ""remodel_repair_sqft"": ""1030"", ""total_valuation_remodel"": ""0"", ""number_of_floors"": ""3"", ""housing_units"": ""1"", ""building_valuation_remodel"": ""0"", ""electrical_valuation_remodel"": ""0"", ""mechanical_valuation_remodel"": ""0"", ""plumbing_valuation_remodel"": ""0"", ""medgas_valuation_remodel"": ""0"", ""original_address1"": ""4516 SETON CENTER PKWY UNIT FLR3"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78759"", ""council_district"": ""7"", ""jurisdiction"": ""AUSTIN FULL PURPOSE"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13692227""}, ""project_id"": ""13692227"", ""masterpermitnum"": ""13665094"", ""contractor_trade"": ""General Contractor"", ""contractor_company_name"": ""Sabre Commercial, Inc.**MAIN**"", ""contractor_full_name"": ""Matthew Lutz"", ""contractor_phone"": ""5127677400"", ""contractor_address2"": ""2001  Chicon"", ""contractor_city"": ""AUSTIN"", ""contractor_zip"": ""78722"", ""applicant_full_name"": ""Matthew Lutz"", ""applicant_org"": ""Sabre Commercial, Inc.**MAIN**"", ""applicant_phone"": ""5127677400"", ""applicant_address2"": ""2001  Chicon"", ""applicant_city"": ""AUSTIN"", ""applicantzip"": ""78722"", ""certificate_of_occupancy"": ""Yes""}",2026-05-03T10:54:27.275855+00:00
2026-030097 EP,ePlan: Commercial Expedited Review - New Construction of Outdoor Safety Locker Enclosure Fence.,2026-04-30T00:00:00+00:00,New,Electrical Permit,,Exceed Electrical Contracting LLC,Active,712 E HUNTLAND DR,78752,Commercial,3037203678,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13668876,2026-04-30T00:00:00+00:00,"{""permittype"": ""EP"", ""permit_type_desc"": ""Electrical Permit"", ""permit_number"": ""2026-030097 EP"", ""permit_class_mapped"": ""Commercial"", ""permit_class"": ""C- 329 Com Structures Other Than Bldg"", ""work_class"": ""New"", ""condominium"": ""No"", ""permit_location"": ""712 E HUNTLAND DR"", ""description"": ""ePlan: Commercial Expedited Review - New Construction of Outdoor Safety Locker Enclosure Fence."", ""tcad_id"": ""0230130105"", ""legal_description"": ""5.8210 AC OF LOT 3A-3B FIVE POINT NINE TWO LTD SUBD (PRORATE 01/01/2024 - 08/15/2024)"", ""applieddate"": ""2025-12-05T00:00:00.000"", ""issue_date"": ""2026-04-30T00:00:00.000"", ""day_issued"": ""THURSDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-04-30T00:00:00.000"", ""expiresdate"": ""2026-09-13T00:00:00.000"", ""total_new_add_sqft"": ""310"", ""number_of_floors"": ""1"", ""housing_units"": ""1"", ""electrical_valuation"": ""1"", ""original_address1"": ""712 E HUNTLAND DR"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78752"", ""council_district"": ""4"", ""jurisdiction"": ""AUSTIN FULL PURPOSE"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13668876""}, ""project_id"": ""13668876"", ""masterpermitnum"": ""13668840"", ""latitude"": ""30.33071542"", ""longitude"": ""-97.70634623"", ""location"": {""latitude"": ""30.33071542"", ""longitude"": ""-97.70634623"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}, ""contractor_trade"": ""Electrical Contractor"", ""contractor_company_name"": ""Exceed Electrical Contracting LLC"", ""contractor_full_name"": ""Aaron Nunez"", ""contractor_phone"": ""3037203678"", ""contractor_address2"": ""7827  W 108t"", ""contractor_city"": ""Westiminster"", ""contractor_zip"": ""80021-____"", ""certificate_of_occupancy"": ""No""}",2026-05-03T10:54:27.275855+00:00
2026-047307 PP,Minor Remodel for Tenant CapMetro,2026-04-30T00:00:00+00:00,Remodel,Plumbing Permit,,C & K PLUMBING,Active,817 W HOWARD LN BLDG A,78753,Commercial,5129632004,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13688510,2026-04-30T00:00:00+00:00,"{""permittype"": ""PP"", ""permit_type_desc"": ""Plumbing Permit"", ""permit_number"": ""2026-047307 PP"", ""permit_class_mapped"": ""Commercial"", ""permit_class"": ""C-1000 Commercial Remodel"", ""work_class"": ""Remodel"", ""condominium"": ""No"", ""permit_location"": ""817 W HOWARD LN BLDG A"", ""description"": ""Minor Remodel for Tenant CapMetro"", ""tcad_id"": ""0264260105"", ""legal_description"": ""2.251 ACR OF TRT A TIMS ADDN A"", ""applieddate"": ""2025-09-04T00:00:00.000"", ""issue_date"": ""2026-04-30T00:00:00.000"", ""day_issued"": ""THURSDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-04-30T00:00:00.000"", ""expiresdate"": ""2026-10-13T00:00:00.000"", ""remodel_repair_sqft"": ""800"", ""number_of_floors"": ""1"", ""housing_units"": ""1"", ""original_address1"": ""817 W HOWARD LN BLDG A"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78753"", ""council_district"": ""7"", ""jurisdiction"": ""AUSTIN FULL PURPOSE"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13688510""}, ""project_id"": ""13688510"", ""masterpermitnum"": ""13626754"", ""latitude"": ""30.42069815"", ""longitude"": ""-97.66509369"", ""location"": {""latitude"": ""30.42069815"", ""longitude"": ""-97.66509369"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}, ""contractor_trade"": ""Plumbing Contractor"", ""contractor_company_name"": ""C & K PLUMBING"", ""contractor_full_name"": ""Claude W. Edwards"", ""contractor_phone"": ""5129632004"", ""contractor_address2"": ""PO Box 249"", ""contractor_city"": ""Weir"", ""contractor_zip"": ""78674-____"", ""certificate_of_occupancy"": ""No""}",2026-05-03T10:54:27.275855+00:00
2026-048985 MP,Replacement of any self-contained packaged units RTU 4/5 Swap out on Precinct 2 Justice of the Peace - 10409 burnet rd Austin,2026-04-30T00:00:00+00:00,Change Out,Mechanical Permit,,Dynamic Systems Inc,Active,10409 BURNET RD,78758,Commercial,5127863776,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13690425,2026-04-30T00:00:00+00:00,"{""permittype"": ""MP"", ""permit_type_desc"": ""Mechanical Permit"", ""permit_number"": ""2026-048985 MP"", ""permit_class_mapped"": ""Commercial"", ""permit_class"": ""Commercial"", ""work_class"": ""Change Out"", ""permit_location"": ""10409 BURNET RD"", ""description"": ""Replacement of any self-contained packaged units RTU 4/5 Swap out on Precinct 2 Justice of the Peace - 10409 burnet rd Austin"", ""tcad_id"": ""0252080801"", ""legal_description"": ""LOT A HELGE BUSINESS PARK RESUB OF LOT 2"", ""applieddate"": ""2026-04-21T00:00:00.000"", ""issue_date"": ""2026-04-30T00:00:00.000"", ""day_issued"": ""THURSDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-04-30T00:00:00.000"", ""expiresdate"": ""2026-10-27T00:00:00.000"", ""original_address1"": ""10409 BURNET RD"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78758"", ""council_district"": ""7"", ""jurisdiction"": ""AUSTIN FULL PURPOSE"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13690425""}, ""project_id"": ""13690425"", ""contractor_trade"": ""Mechanical Contractor"", ""contractor_company_name"": ""Dynamic Systems Inc"", ""contractor_full_name"": ""Travis Everett"", ""contractor_phone"": ""5127863776"", ""contractor_address2"": ""3901 S Lamar"", ""contractor_city"": ""Austin"", ""contractor_zip"": ""78704""}",2026-05-03T10:54:27.275855+00:00
2026-053371 BP,Express: Foundation repair (install 20 piers),2026-04-30T00:00:00+00:00,Repair,Building Permit,1.0,"Next Level Foundation and Driveway Solutions, LLC",Active,12817 SKY HARBOR DR,78617,Residential,5129627695,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13695483,2026-04-30T00:00:00+00:00,"{""permittype"": ""BP"", ""permit_type_desc"": ""Building Permit"", ""permit_number"": ""2026-053371 BP"", ""permit_class_mapped"": ""Residential"", ""permit_class"": ""R- 435 Renovations/Remodel"", ""work_class"": ""Repair"", ""condominium"": ""No"", ""permit_location"": ""12817 SKY HARBOR DR"", ""description"": ""Express: Foundation repair (install 20 piers)"", ""tcad_id"": ""0330400716"", ""legal_description"": ""LOT 16 BLK L LOS CIELOS SEC 2"", ""applieddate"": ""2026-04-29T00:00:00.000"", ""issue_date"": ""2026-04-30T00:00:00.000"", ""day_issued"": ""THURSDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-04-30T00:00:00.000"", ""expiresdate"": ""2026-10-28T00:00:00.000"", ""remodel_repair_sqft"": ""1"", ""total_valuation_remodel"": ""4"", ""total_job_valuation"": ""1"", ""number_of_floors"": ""1"", ""housing_units"": ""1"", ""building_valuation_remodel"": ""1"", ""electrical_valuation_remodel"": ""1"", ""mechanical_valuation_remodel"": ""1"", ""plumbing_valuation_remodel"": ""1"", ""original_address1"": ""12817 SKY HARBOR DR"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78617"", ""council_district"": ""2"", ""jurisdiction"": ""AUSTIN FULL PURPOSE"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13695483""}, ""project_id"": ""13695483"", ""masterpermitnum"": ""13695479"", ""latitude"": ""30.16677137"", ""longitude"": ""-97.62487553"", ""location"": {""latitude"": ""30.16677137"", ""longitude"": ""-97.62487553"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}, ""contractor_trade"": ""General Contractor"", ""contractor_company_name"": ""Next Level Foundation and Driveway Solutions, LLC"", ""contractor_full_name"": ""Jose De Jesus Acosta Nejera"", ""contractor_phone"": ""5129627695"", ""contractor_address2"": ""2843  Old Co"", ""contractor_city"": ""Lockhart"", ""contractor_zip"": ""78644-____"", ""applicant_full_name"": ""Jose De Jesus Acosta Nejera"", ""applicant_org"": ""Next Level Foundation and Driveway Solutions, LLC"", ""applicant_phone"": ""5129627695"", ""applicant_address2"": ""2843  Old Co"", ""applicant_city"": ""Lockhart"", ""applicantzip"": ""78644-____"", ""certificate_of_occupancy"": ""No""}",2026-05-03T10:54:27.275855+00:00
2025-151394 PP,ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [3bed 5bath] with Habitable attic and basement Attached Carport,2026-04-30T00:00:00+00:00,New,Plumbing Permit,,"TEXAS GRAND PLUMBING, LLC",Active,1100 S 5TH ST,78704,Residential,5129924724,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13620459,2026-04-30T00:00:00+00:00,"{""permittype"": ""PP"", ""permit_type_desc"": ""Plumbing Permit"", ""permit_number"": ""2025-151394 PP"", ""permit_class_mapped"": ""Residential"", ""permit_class"": ""R- 101 Single Family Houses"", ""work_class"": ""New"", ""condominium"": ""No"", ""permit_location"": ""1100 S 5TH ST"", ""description"": ""ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [3bed 5bath] with Habitable attic and basement Attached Carport"", ""tcad_id"": ""0102020322"", ""legal_description"": ""LOT 2 *& S 12 OF LOT 3 BLK 4 CAPITAL HEIGHTS"", ""applieddate"": ""2025-09-19T00:00:00.000"", ""issue_date"": ""2026-04-30T00:00:00.000"", ""day_issued"": ""THURSDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-04-30T00:00:00.000"", ""expiresdate"": ""2026-09-14T00:00:00.000"", ""total_new_add_sqft"": ""9144"", ""number_of_floors"": ""2"", ""housing_units"": ""1"", ""original_address1"": ""1100 S 5TH ST"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78704"", ""council_district"": ""9"", ""jurisdiction"": ""AUSTIN FULL PURPOSE"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13620459""}, ""project_id"": ""13620459"", ""masterpermitnum"": ""13620448"", ""latitude"": ""30.25517348"", ""longitude"": ""-97.75793169"", ""location"": {""latitude"": ""30.25517348"", ""longitude"": ""-97.75793169"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}, ""contractor_trade"": ""Plumbing Contractor"", ""contractor_company_name"": ""TEXAS GRAND PLUMBING, LLC"", ""contractor_full_name"": ""Raymond Munoz"", ""contractor_phone"": ""5129924724"", ""contractor_address2"": ""2010  CONEST"", ""contractor_city"": ""AUSTIN"", ""contractor_zip"": ""78744"", ""certificate_of_occupancy"": ""No""}",2026-05-03T10:54:27.275855+00:00
2026-051875 BP,RE ROOF AT EXISTING APARTMENT COMPLEX. BLDG 8559 - OVA,2026-04-30T00:00:00+00:00,Remodel,Building Permit,,"Foundation Specialists, Inc",Active,8527 N CAPITAL OF TEXAS HWY NB BLDG 8559,78759,Commercial,7137695994,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13693851,2026-04-30T00:00:00+00:00,"{""permittype"": ""BP"", ""permit_type_desc"": ""Building Permit"", ""permit_number"": ""2026-051875 BP"", ""permit_class_mapped"": ""Commercial"", ""permit_class"": ""C-1000 Commercial Remodel"", ""work_class"": ""Remodel"", ""condominium"": ""No"", ""permit_location"": ""8527 N CAPITAL OF TEXAS HWY NB BLDG 8559"", ""description"": ""RE ROOF AT EXISTING APARTMENT COMPLEX. BLDG 8559 - OVA"", ""tcad_id"": ""0150050125"", ""legal_description"": ""LOT 1 SPICE FOREST"", ""applieddate"": ""2026-04-27T00:00:00.000"", ""issue_date"": ""2026-04-30T00:00:00.000"", ""day_issued"": ""THURSDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-04-30T00:00:00.000"", ""expiresdate"": ""2026-10-28T00:00:00.000"", ""remodel_repair_sqft"": ""3634"", ""total_valuation_remodel"": ""23008"", ""number_of_floors"": ""3"", ""housing_units"": ""1"", ""building_valuation_remodel"": ""23008"", ""electrical_valuation_remodel"": ""0"", ""mechanical_valuation_remodel"": ""0"", ""plumbing_valuation_remodel"": ""0"", ""medgas_valuation_remodel"": ""0"", ""original_address1"": ""8527 N CAPITAL OF TEXAS HWY NB BLDG 8559"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78759"", ""council_district"": ""10"", ""jurisdiction"": ""AUSTIN FULL PURPOSE"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13693851""}, ""project_id"": ""13693851"", ""masterpermitnum"": ""13693841"", ""latitude"": ""30.38609729"", ""longitude"": ""-97.76435808"", ""location"": {""latitude"": ""30.38609729"", ""longitude"": ""-97.76435808"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}, ""contractor_trade"": ""General Contractor"", ""contractor_company_name"": ""Foundation Specialists, Inc"", ""contractor_full_name"": ""Amber Whitaker"", ""contractor_phone"": ""7137695994"", ""contractor_address2"": ""4224 W Sam H"", ""contractor_city"": ""Houston"", ""contractor_zip"": ""77041-____"", ""applicant_full_name"": ""Amber Whitaker"", ""applicant_org"": ""Foundation Specialists, Inc"", ""applicant_phone"": ""7137695994"", ""applicant_address2"": ""4224 W Sam H"", ""applicant_city"": ""Houston"", ""applicantzip"": ""77041-____"", ""certificate_of_occupancy"": ""No""}",2026-05-03T10:54:27.275855+00:00
2026-051277 PP,New single family residence with 4 bedrooms 3 bathrooms and attached garage and covered patio,2026-04-30T00:00:00+00:00,New,Plumbing Permit,,Victory Plumbing Company,Active,4812 BRIDWELL LN,78754,Residential,5129907200,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13693221,2026-04-30T00:00:00+00:00,"{""permittype"": ""PP"", ""permit_type_desc"": ""Plumbing Permit"", ""permit_number"": ""2026-051277 PP"", ""permit_class_mapped"": ""Residential"", ""permit_class"": ""R- 101 Single Family Houses"", ""work_class"": ""New"", ""condominium"": ""No"", ""permit_location"": ""4812 BRIDWELL LN"", ""description"": ""New single family residence with 4 bedrooms 3 bathrooms and attached garage and covered patio"", ""tcad_id"": ""0239360803"", ""applieddate"": ""2026-03-06T00:00:00.000"", ""issue_date"": ""2026-04-30T00:00:00.000"", ""day_issued"": ""THURSDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-04-30T00:00:00.000"", ""expiresdate"": ""2026-10-27T00:00:00.000"", ""total_new_add_sqft"": ""2624"", ""number_of_floors"": ""1"", ""housing_units"": ""1"", ""original_address1"": ""4812 BRIDWELL LN"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78754"", ""council_district"": ""1"", ""jurisdiction"": ""AUSTIN FULL PURPOSE"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13693221""}, ""project_id"": ""13693221"", ""masterpermitnum"": ""13693217"", ""contractor_trade"": ""Plumbing Contractor"", ""contractor_company_name"": ""Victory Plumbing Company"", ""contractor_full_name"": ""Randolph Taylor"", ""contractor_phone"": ""5129907200"", ""contractor_address2"": ""1175  Countr"", ""contractor_city"": ""HUTTO"", ""contractor_zip"": ""78634"", ""certificate_of_occupancy"": ""No""}",2026-05-03T10:54:27.275855+00:00
2026-051947 BP,RE ROOF AT EXISTING APARTMENT COMPLE. BLDG 8535 - OVA,2026-04-30T00:00:00+00:00,Remodel,Building Permit,,"Foundation Specialists, Inc",Active,8527 N CAPITAL OF TEXAS HWY NB BLDG 8535,78759,Commercial,7137695994,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13693924,2026-04-30T00:00:00+00:00,"{""permittype"": ""BP"", ""permit_type_desc"": ""Building Permit"", ""permit_number"": ""2026-051947 BP"", ""permit_class_mapped"": ""Commercial"", ""permit_class"": ""C-1000 Commercial Remodel"", ""work_class"": ""Remodel"", ""condominium"": ""No"", ""permit_location"": ""8527 N CAPITAL OF TEXAS HWY NB BLDG 8535"", ""description"": ""RE ROOF AT EXISTING APARTMENT COMPLE. BLDG 8535 - OVA"", ""tcad_id"": ""0150050125"", ""legal_description"": ""LOT 1 SPICE FOREST"", ""applieddate"": ""2026-04-27T00:00:00.000"", ""issue_date"": ""2026-04-30T00:00:00.000"", ""day_issued"": ""THURSDAY"", ""calendar_year_issued"": ""2026"", ""fiscal_year_issued"": ""2026"", ""issued_in_last_30_days"": ""Yes"", ""issue_method"": ""Permit Center"", ""status_current"": ""Active"", ""statusdate"": ""2026-04-30T00:00:00.000"", ""expiresdate"": ""2026-10-28T00:00:00.000"", ""remodel_repair_sqft"": ""4616"", ""total_valuation_remodel"": ""23008"", ""number_of_floors"": ""3"", ""housing_units"": ""1"", ""building_valuation_remodel"": ""23008"", ""electrical_valuation_remodel"": ""0"", ""mechanical_valuation_remodel"": ""0"", ""plumbing_valuation_remodel"": ""0"", ""medgas_valuation_remodel"": ""0"", ""original_address1"": ""8527 N CAPITAL OF TEXAS HWY NB BLDG 8535"", ""original_city"": ""AUSTIN"", ""original_state"": ""TX"", ""original_zip"": ""78759"", ""council_district"": ""10"", ""jurisdiction"": ""AUSTIN FULL PURPOSE"", ""link"": {""url"": ""https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13693924""}, ""project_id"": ""13693924"", ""masterpermitnum"": ""13693916"", ""latitude"": ""30.38609729"", ""longitude"": ""-97.76435808"", ""location"": {""latitude"": ""30.38609729"", ""longitude"": ""-97.76435808"", ""human_address"": ""{\""address\"": \""\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""\""}""}, ""contractor_trade"": ""General Contractor"", ""contractor_company_name"": ""Foundation Specialists, Inc"", ""contractor_full_name"": ""Amber Whitaker"", ""contractor_phone"": ""7137695994"", ""contractor_address2"": ""4224 W Sam H"", ""contractor_city"": ""Houston"", ""contractor_zip"": ""77041-____"", ""applicant_full_name"": ""Amber Whitaker"", ""applicant_org"": ""Foundation Specialists, Inc"", ""applicant_phone"": ""7137695994"", ""applicant_address2"": ""4224 W Sam H"", ""applicant_city"": ""Houston"", ""applicantzip"": ""77041-____"", ""certificate_of_occupancy"": ""No""}",2026-05-03T10:54:27.275855+00:00
